[2016/4/10 - 13:51:51] << Ryan da dat mot hop dong Edwards S Buzikk gia $100000 , Chi tiet: bom >>
[2016/6/24 - 12:48:21] << Master Vinh da dat mot hop dong Phuc Ryder gia $500000 , Chi tiet: Giet >>
[2016/6/24 - 12:50:33] << Master Vinh da dat mot hop dong Phuc Ryder gia $500000 , Chi tiet: Giet >>
[2016/6/24 - 12:52:19] << Monstar.T Kings da dat mot hop dong Penter Dat gia $50000 , Chi tiet: giet  >>
[2016/6/24 - 12:53:48] << Quang Vy da dat mot hop dong Thomas Straight gia $100000 , Chi tiet: giet no cho tui >>
[2016/6/24 - 13:01:28] << Conlins Ken da dat mot hop dong Nicholas.R Teen gia $100000 , Chi tiet: Cho nó chet di >>
[2016/6/24 - 13:08:12] << Master Vinh da dat mot hop dong Quang Vy gia $500000 , Chi tiet: ghet >>
[2016/6/24 - 13:15:43] << Master Vinh da dat mot hop dong Damian Wayne gia $1000000 , Chi tiet: Het >>
[2016/6/24 - 13:16:01] << Master Vinh da dat mot hop dong Phuc Ryder gia $1000000 , Chi tiet: Het >>
[2016/6/24 - 14:10:25] << Jackson Thanh da dat mot hop dong Louisa Bridget gia $100000 , Chi tiet: Giet >>
[2016/6/24 - 14:14:08] << Jackson Thanh da dat mot hop dong Louisa Bridget gia $500000 , Chi tiet: Giet >>
[2016/6/24 - 14:15:17] << Louisa Bridget da dat mot hop dong Kwon JiYong gia $100000 , Chi tiet: Cút me mày di >>
[2016/6/24 - 14:42:42] << Master Vinh da dat mot hop dong Phuc Ryder gia $500000 , Chi tiet: ghet >>
[2016/6/24 - 14:54:16] << TNT Ghost da dat mot hop dong TNT OngTrumDat gia $50000 , Chi tiet: tra thu ca nhan >>
[2016/6/24 - 14:59:08] << Master Vinh da dat mot hop dong Doremon Nobita gia $1000000 , Chi tiet: giet >>
[2016/6/24 - 15:02:11] << Master Vinh da dat mot hop dong Huy Meo gia $500000 , Chi tiet: giet >>
[2016/6/24 - 15:05:37] << Jackson Thanh da dat mot hop dong TNT OngTrumDat gia $100000 , Chi tiet: No Bom >>
[2016/6/24 - 15:10:18] << Master Vinh da dat mot hop dong Louisa Bridget gia $1000000 , Chi tiet: hiep >>
[2016/6/24 - 15:25:49] << Master Vinh da dat mot hop dong Ginger Overik gia $500000 , Chi tiet: c >>
[2016/6/24 - 18:34:28] << Jackson Trum da dat mot hop dong Le Duc Tien gia $100000 , Chi tiet: giet >>
[2016/6/24 - 18:36:53] << Jackson Trum da dat mot hop dong Quang Vy gia $100000 , Chi tiet: giet >>
[2016/6/24 - 18:43:28] << Nicholas.R Teen da dat mot hop dong Quang Vy gia $200000 , Chi tiet: Hie[ >>
[2016/6/24 - 18:55:49] << Skipper.S Jacobs da dat mot hop dong Penter Phat gia $500000 , Chi tiet: chem >>
[2016/6/24 - 19:02:58] << Natthan Zyde da dat mot hop dong Son Gohann gia $100000 , Chi tiet: 1 >>
[2016/6/24 - 19:03:07] << Kwon JiYong da dat mot hop dong Son Gohann gia $100000 , Chi tiet: suu nhi qua >>
[2016/6/24 - 20:07:17] << Kwon JiYong da dat mot hop dong Son gohann gia $100000 , Chi tiet: suu nhi qua >>
[2016/6/24 - 20:16:06] << Kwon JiYong da dat mot hop dong Son gohann gia $100000 , Chi tiet: suu nhi qua >>
[2016/6/24 - 21:44:42] << Silvers Rayleigh da dat mot hop dong Peter Tran gia $50000 , Chi tiet: Giet!! >>
[2016/6/25 - 8:50:57] << Le Duc Tien da dat mot hop dong Sweet Smith gia $500000 , Chi tiet: Giet  >>
[2016/6/25 - 10:28:33] << Le Duc Tien da dat mot hop dong TNT OngTrumDat gia $100000 , Chi tiet: Giet >>
[2016/6/25 - 11:09:28] << Typhoon Blade da dat mot hop dong Quang Vy gia $200000 , Chi tiet: thich >>
[2016/6/25 - 11:14:59] << Quang Vy da dat mot hop dong Typhoon Blade gia $300000 , Chi tiet: giet chet me no cho tao >>
[2016/6/25 - 11:15:34] << Typhoon Blade da dat mot hop dong Quang Vy gia $100000 , Chi tiet: giet >>
[2016/6/25 - 12:17:16] << Alvin KELVIN da dat mot hop dong Chiem Quoc Bao gia $100000 , Chi tiet: giet no >>
[2016/6/25 - 12:37:47] << Khang Ronald da dat mot hop dong Quocan pro gia $100000 , Chi tiet: 1 >>
[2016/6/25 - 12:39:06] << Conlins Ken da dat mot hop dong Becky Vinsmoke gia $500000 , Chi tiet: geit >>
[2016/6/25 - 12:40:05] << Conlins Ken da dat mot hop dong Son gohann gia $100000 , Chi tiet: Cho chet me nó di >>
[2016/6/25 - 12:44:14] << Conlins Ken da dat mot hop dong Jame Smile gia $100000 , Chi tiet: geit >>
[2016/6/25 - 13:12:50] << Conlins Ken da dat mot hop dong hoang Thien gia $100000 , Chi tiet: giet >>
[2016/6/25 - 13:12:53] << Conlins Ken da dat mot hop dong Becky Vinsmoke gia $100000 , Chi tiet: giet >>
[2016/6/25 - 13:12:57] << Conlins Ken da dat mot hop dong Zero Smile gia $100000 , Chi tiet: giet >>
[2016/6/25 - 13:13:01] << Conlins Ken da dat mot hop dong Ku Kin gia $100000 , Chi tiet: giet >>
[2016/6/25 - 13:25:06] << Nghia Kun da dat mot hop dong Son Gohann gia $100000 , Chi tiet: CC giet no dum cai >>
[2016/6/25 - 13:25:14] << Nghia Kun da dat mot hop dong Huy Ricardo gia $100000 , Chi tiet: CC giet no dum cai >>
[2016/6/25 - 13:38:29] << Quoc Khuong da dat mot hop dong Mark Smile gia $100000 , Chi tiet: hop dong >>
[2016/6/25 - 14:10:25] << Jackson Thanh da dat mot hop dong Couliver Piuu gia $200000 , Chi tiet: Dat Bom >>
[2016/6/25 - 14:52:05] << Typhoon Blade da dat mot hop dong Quang Vy gia $100000 , Chi tiet: Giet >>
[2016/6/25 - 15:47:30] << peter pan da dat mot hop dong Vi Giao Su gia $100000 , Chi tiet: dap chet  ba no >>
[2016/6/25 - 16:11:05] << Sweet Smith da dat mot hop dong TNT OngTrumDat gia $500000 , Chi tiet: bolao >>
[2016/6/25 - 16:21:04] << Crazy Frog.Axel da dat mot hop dong Vi Giao Su gia $50000 , Chi tiet: test >>
[2016/6/25 - 16:29:57] << Vi Giao Su da dat mot hop dong Crazy Frog.Axel gia $500000 , Chi tiet: tien no' di >>
[2016/6/25 - 16:30:52] << Mr Tee da dat mot hop dong Ken Emperor gia $100000 , Chi tiet: giet no di >>
[2016/6/25 - 16:34:54] << Penter Tri da dat mot hop dong Penter Kiet gia $50000 , Chi tiet: Gietttttttttttttttttt >>
[2016/6/25 - 16:35:01] << Vinh Rau da dat mot hop dong Vi Giao Su gia $500000 , Chi tiet: get >>
[2016/6/25 - 16:35:18] << Roman Xlay da dat mot hop dong Thai Nguyen gia $100000 , Chi tiet: lao lozz >>
[2016/6/25 - 16:35:18] << Penter Phat da dat mot hop dong Penter Kiet gia $200000 , Chi tiet: Ghet nhu cho >>
[2016/6/25 - 16:38:06] << Vi Giao Su da dat mot hop dong Crazy Frog.Axel gia $100000 , Chi tiet: Giet no de >>
[2016/6/25 - 16:38:20] << Mr Tee da dat mot hop dong Frank Another gia $100000 , Chi tiet: dat bom no >>
[2016/6/25 - 16:44:58] << Duy Phuong da dat mot hop dong Hoang Thien gia $50000 , Chi tiet: giet no ngay va` bi' mat >>
[2016/6/25 - 16:45:03] << Dracule Mihawk. da dat mot hop dong Vi Giao Su gia $100000 , Chi tiet: . >>
[2016/6/25 - 16:46:09] << Vinh Rau da dat mot hop dong Louisa Bridget gia $500000 , Chi tiet: cc >>
[2016/6/25 - 16:46:29] << Roman Xlay da dat mot hop dong Vinh Rau gia $100000 , Chi tiet: Bo Lao >>
[2016/6/25 - 16:48:53] << Louisa Bridget da dat mot hop dong DuongGiaThuan  gia $200000 , Chi tiet: Con chó cút di nhé >>
[2016/6/25 - 17:36:05] << Richard Hugh da dat mot hop dong Doremon Nobita gia $100000 , Chi tiet: thang loz take lung tung >>
[2016/6/25 - 18:33:51] << Jackson Trum da dat mot hop dong Kelvin Phuoc gia $200000 , Chi tiet: Giet >>
[2016/6/25 - 18:35:29] << Dracule Mihawk. da dat mot hop dong Vi Giao Su gia $100000 , Chi tiet: Me. mày hop. >>
[2016/6/25 - 18:56:49] << Crazy Frog.Axel da dat mot hop dong Vi Giao Su gia $500003 , Chi tiet: Ghet >>
[2016/6/26 - 9:35:00] << Frank Another da dat mot hop dong Mr Tee gia $500000 , Chi tiet: giet no >>
[2016/6/26 - 14:03:31] << Ku Kin da dat mot hop dong Zero Smile gia $1000000 , Chi tiet: ghet >>
[2016/6/26 - 14:04:43] << LucKy Girl da dat mot hop dong Ho Ly gia $1000000 , Chi tiet: giet de >>
[2016/6/26 - 15:50:41] << Ku Kin da dat mot hop dong Typhoon Blade gia $120000 , Chi tiet: ghet >>
[2016/6/26 - 19:10:25] << Typhoon Blade da dat mot hop dong Conor Terry gia $100000 , Chi tiet: giet >>
[2016/6/26 - 19:10:47] << Vi Giao Su da dat mot hop dong Hanry Dat gia $500000 , Chi tiet: tien no' qua the gioi ben kia >>
[2016/6/26 - 19:11:48] << Vi Giao Su da dat mot hop dong NguyenThi MyYen gia $500000 , Chi tiet: tien no' qua the gioi ben kia >>
[2016/6/26 - 19:12:56] << Vi Giao Su da dat mot hop dong Thai Nguyen gia $220000 , Chi tiet: tien no qua the gioi ben kia >>
[2016/6/26 - 19:15:00] << Vi Giao Su da dat mot hop dong Hiei Tokage gia $200000 , Chi tiet: giet no' >>
[2016/6/26 - 21:54:42] << Jackson Trum da dat mot hop dong TNT OngTrumQuang gia $500000 , Chi tiet: Giet >>
[2016/6/26 - 21:58:07] << TNT OngTrumQuang da dat mot hop dong Jackson Trum gia $50000 , Chi tiet: phan boi >>
[2016/6/26 - 21:59:15] << Jackson Trum da dat mot hop dong TNT OngTrumQuang gia $1000000 , Chi tiet: Giet tao ne >>
[2016/6/27 - 9:29:16] << Vi Giao Su da dat mot hop dong NguyenVan An gia $500000 , Chi tiet: giet >>
[2016/6/27 - 9:29:25] << Vi Giao Su da dat mot hop dong Pham Duy Hung gia $500000 , Chi tiet: giet >>
[2016/6/27 - 9:29:28] << NguyenVan An da dat mot hop dong Zero Smile gia $250000 , Chi tiet: ghet no >>
[2016/6/27 - 13:56:49] << Vi Giao Su da dat mot hop dong Hiei Tokage gia $500000 , Chi tiet: giet >>
[2016/6/27 - 18:33:39] << TNT Gta da dat mot hop dong BlackVip KingVip gia $200000 , Chi tiet: giet >>
[2016/6/27 - 18:50:03] << Nicholas.R BoSS da dat mot hop dong Kelvin Phuoc gia $100000 , Chi tiet: . >>
[2016/6/27 - 19:24:09] << Nguyen.Anh Tu da dat mot hop dong Zero Smile gia $200000 , Chi tiet: Giet Tao ghet roi >>
[2016/6/27 - 19:46:43] << penter an da dat mot hop dong Hoang Thien gia $100000 , Chi tiet: . >>
[2016/6/27 - 19:53:42] << One Ben da dat mot hop dong TVG Dat gia $50000 , Chi tiet: lao bo` >>
[2016/6/27 - 20:02:40] << One Ben da dat mot hop dong Terry  gia $100000 , Chi tiet: choi ad >>
[2016/6/27 - 20:08:28] << Nguyen.Anh Tu da dat mot hop dong Nicholas.R Oggy gia $500000 , Chi tiet: Giet >>
[2016/6/28 - 9:59:28] << Mr Tee da dat mot hop dong Frank Another gia $100000 , Chi tiet: giet no >>
[2016/6/28 - 10:00:10] << Damian Wayne da dat mot hop dong Mon YD gia $83275 , Chi tiet: pha boombox nguoi khac >>
[2016/6/28 - 10:58:14] << Nicholas.R Oggy da dat mot hop dong Hau Bejamin gia $100000 , Chi tiet: BO em hut rat nhiu thuoc >>
[2016/6/28 - 12:36:53] << Vinh Rau da dat mot hop dong Minh Quang gia $500000 , Chi tiet: c >>
[2016/6/28 - 12:47:54] << Vinh Rau da dat mot hop dong TVG Dat gia $500000 , Chi tiet: c >>
[2016/6/28 - 12:56:41] << Vinh Rau da dat mot hop dong Rose Loma gia $500000 , Chi tiet: c >>
[2016/6/28 - 15:44:17] << Pe My da dat mot hop dong Vinh Rau gia $100000 , Chi tiet: Giet >>
[2016/6/28 - 20:23:02] << Arma Smith da dat mot hop dong Richard Hugh gia $1000000 , Chi tiet: giet tao >>
[2016/6/28 - 20:23:17] << Arma Smith da dat mot hop dong Becky Vinsmoke gia $1000000 , Chi tiet: giet tao >>
[2016/6/28 - 20:23:29] << Arma Smith da dat mot hop dong Nguyen Alex gia $1000000 , Chi tiet: giet tao >>
[2016/6/28 - 20:23:33] << Arma Smith da dat mot hop dong Thomas Alexander gia $1000000 , Chi tiet: giet tao >>
[2016/6/28 - 20:23:39] << Arma Smith da dat mot hop dong John Sky gia $1000000 , Chi tiet: giet tao >>
[2016/6/28 - 20:23:42] << Arma Smith da dat mot hop dong Jon Fall gia $1000000 , Chi tiet: giet tao >>
[2016/6/28 - 20:23:45] << Arma Smith da dat mot hop dong Over Lord gia $1000000 , Chi tiet: giet tao >>
[2016/6/28 - 20:24:18] << Arma Smith da dat mot hop dong MaJon Tan gia $1000000 , Chi tiet: giet tao >>
[2016/6/28 - 20:25:05] << Arma Smith da dat mot hop dong Joker Ly gia $1000000 , Chi tiet: giet tao >>
[2016/6/28 - 20:25:28] << Arma Smith da dat mot hop dong TVG Dat gia $1000000 , Chi tiet: giet tao >>
[2016/6/29 - 11:14:30] << Le Duc Tien da dat mot hop dong Penter Kiet gia $100000 , Chi tiet: Giet >>
[2016/6/29 - 17:01:11] << Nguyen Alex da dat mot hop dong Chiem Quoc Bao gia $50000 , Chi tiet: giet no >>
[2016/6/29 - 19:37:52] << Black Agency da dat mot hop dong Vi Giao Su gia $100000 , Chi tiet: kill bang c4 >>
[2016/6/29 - 19:56:59] << Black Agency da dat mot hop dong Thanh Hung gia $100000 , Chi tiet: kill bang sdpistol >>
[2016/6/29 - 20:08:07] << Graviss Sang da dat mot hop dong Vi Giao Su gia $100000 , Chi tiet: giet >>
[2016/6/29 - 20:18:55] << Ong Can da dat mot hop dong Rays Show gia $50000 , Chi tiet: ngao >>
[2016/6/29 - 20:20:29] << Vi Giao Su da dat mot hop dong Crazy Frog.Axel gia $500000 , Chi tiet: giet no cai >>
